score,min_cluster_size,min_samples,cluster_selection_epsilon,metric,alpha,algorithm,leaf_size,cluster_selection_method,allow_single_cluster,n_clusters,n_labels,timestamp
0.9030473676672242,3,1,0.1,l1,1.0,auto,10,eom,False,105,106,2025-11-03 19:27:15
0.9030473676672242,3,1,0.1,l1,1.0,auto,10,eom,True,105,106,2025-11-03 19:27:15
0.9030473676672242,3,1,0.1,l1,1.0,auto,20,eom,False,105,106,2025-11-03 19:27:16
0.9030473676672242,3,1,0.1,l1,1.0,auto,20,eom,True,105,106,2025-11-03 19:27:16
0.9030473676672242,3,1,0.1,l1,1.0,auto,30,eom,False,105,106,2025-11-03 19:27:17
0.9030473676672242,3,1,0.1,l1,1.0,auto,30,eom,True,105,106,2025-11-03 19:27:18
0.9030473676672242,3,1,0.1,l1,1.0,auto,40,eom,False,105,106,2025-11-03 19:27:18
0.9030473676672242,3,1,0.1,l1,1.0,auto,40,eom,True,105,106,2025-11-03 19:27:19
0.9030473676672242,3,1,0.1,l1,1.0,auto,50,eom,False,105,106,2025-11-03 19:27:20
0.9030473676672242,3,1,0.1,l1,1.0,auto,50,eom,True,105,106,2025-11-03 19:27:20
0.9030473676672242,3,1,0.1,l1,1.0,auto,60,eom,False,105,106,2025-11-03 19:27:21
0.9030473676672242,3,1,0.1,l1,1.0,auto,60,eom,True,105,106,2025-11-03 19:27:21
0.904217655745271,5,1,0.1,l1,1.0,auto,10,eom,False,97,98,2025-11-03 19:29:26
0.904217655745271,5,1,0.1,l1,1.0,auto,10,eom,True,97,98,2025-11-03 19:29:26
0.9050964284137881,5,1,0.1,l1,1.0,auto,10,leaf,False,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,10,leaf,True,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,20,leaf,False,100,101,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,20,eom,False,97,98,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,20,eom,True,97,98,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,20,leaf,True,100,101,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,30,eom,False,97,98,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,30,leaf,False,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,30,leaf,True,100,101,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,30,eom,True,97,98,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,40,eom,False,97,98,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,40,eom,True,97,98,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,40,leaf,False,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,40,leaf,True,100,101,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,50,eom,False,97,98,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,50,eom,True,97,98,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,50,leaf,False,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,50,leaf,True,100,101,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,60,leaf,False,100,101,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,60,eom,False,97,98,2025-11-03 19:29:27
0.904217655745271,5,1,0.1,l1,1.0,auto,60,eom,True,97,98,2025-11-03 19:29:27
0.9050964284137881,5,1,0.1,l1,1.0,auto,60,leaf,True,100,101,2025-11-03 19:29:27
0.9041327620911578,5,3,0.1,l1,1.0,auto,10,eom,False,96,97,2025-11-03 19:29:43
0.9041327620911578,5,3,0.1,l1,1.0,auto,10,eom,True,96,97,2025-11-03 19:29:43
0.9026358550891568,5,3,0.1,l1,1.0,auto,10,leaf,False,100,101,2025-11-03 19:29:43
0.9026358550891568,5,3,0.1,l1,1.0,auto,10,leaf,True,100,101,2025-11-03 19:29:43
0.9041327620911578,5,3,0.1,l1,1.0,auto,20,eom,False,96,97,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,20,eom,True,96,97,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,20,leaf,False,100,101,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,20,leaf,True,100,101,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,30,eom,False,96,97,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,30,eom,True,96,97,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,30,leaf,False,100,101,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,30,leaf,True,100,101,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,40,eom,False,96,97,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,40,eom,True,96,97,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,40,leaf,False,100,101,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,40,leaf,True,100,101,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,50,eom,False,96,97,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,50,eom,True,96,97,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,50,leaf,False,100,101,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,50,leaf,True,100,101,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,60,leaf,False,100,101,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,60,eom,True,96,97,2025-11-03 19:29:44
0.9041327620911578,5,3,0.1,l1,1.0,auto,60,eom,False,96,97,2025-11-03 19:29:44
0.9026358550891568,5,3,0.1,l1,1.0,auto,60,leaf,True,100,101,2025-11-03 19:29:44
0.903857411915235,7,1,0.1,l1,1.0,auto,10,eom,False,92,93,2025-11-03 19:31:32
