score,min_cluster_size,min_samples,cluster_selection_epsilon,metric,alpha,algorithm,leaf_size,cluster_selection_method,allow_single_cluster,n_clusters,n_labels,timestamp
0.9046594586524469,7,1,0.1,l1,1.0,auto,10,leaf,False,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,10,eom,True,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,10,leaf,True,94,95,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,20,leaf,False,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,20,eom,True,92,93,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,20,eom,False,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,20,leaf,True,94,95,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,30,leaf,False,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,30,eom,False,92,93,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,30,eom,True,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,30,leaf,True,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,40,eom,False,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,40,leaf,False,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,40,eom,True,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,40,leaf,True,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,50,eom,False,92,93,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,50,eom,True,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,50,leaf,False,94,95,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,50,leaf,True,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,60,eom,False,92,93,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,60,leaf,False,94,95,2025-11-03 19:31:32
0.9046594586524469,7,1,0.1,l1,1.0,auto,60,leaf,True,94,95,2025-11-03 19:31:32
0.903857411915235,7,1,0.1,l1,1.0,auto,60,eom,True,92,93,2025-11-03 19:31:32
0.9024387300580137,7,3,0.1,l1,1.0,auto,10,eom,False,92,93,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,10,eom,True,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,10,leaf,False,94,95,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,10,leaf,True,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,20,eom,False,92,93,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,20,eom,True,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,20,leaf,False,94,95,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,20,leaf,True,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,30,eom,False,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,30,leaf,False,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,30,eom,True,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,30,leaf,True,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,40,eom,False,92,93,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,40,eom,True,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,40,leaf,False,94,95,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,40,leaf,True,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,50,eom,False,92,93,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,50,eom,True,92,93,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,50,leaf,False,94,95,2025-11-03 19:31:48
0.9022875621466104,7,3,0.1,l1,1.0,auto,50,leaf,True,94,95,2025-11-03 19:31:48
0.9024387300580137,7,3,0.1,l1,1.0,auto,60,eom,False,92,93,2025-11-03 19:31:49
0.9024387300580137,7,3,0.1,l1,1.0,auto,60,eom,True,92,93,2025-11-03 19:31:49
0.9022875621466104,7,3,0.1,l1,1.0,auto,60,leaf,True,94,95,2025-11-03 19:31:49
